web-scraper-order,web-scraper-start-url,product_name,price,product_discount
"1705465253-204","https://www.klikindomaret.com/category/Makanan-Instan","Super Bubur Instant Bergizi Abon Sapi 67G","Rp 6.000",""
"1705465253-205","https://www.klikindomaret.com/category/Makanan-Instan","Super Bubur Instant Bergizi Rasa Ayam 64G","Rp 6.000",""
"1705465253-206","https://www.klikindomaret.com/category/Makanan-Instan","Supermi Mie Instant Ayam Bawang 70G","Rp 3.000",""
"1705465253-207","https://www.klikindomaret.com/category/Makanan-Instan","Supermi Nutrimi Mie Goreng 80G","Rp 4.500",""
"1705465253-208","https://www.klikindomaret.com/category/Makanan-Instan","Wonhae Instant Fried Noodle Rose Ramyun 120G","Rp 13.500",""
"1705465253-209","https://www.klikindomaret.com/category/Makanan-Instan","Yopokki Halal Jjajang Topokki 140G","Rp 29.900",""
"1705465253-210","https://www.klikindomaret.com/category/Makanan-Instan","Yopokki Halal Original Topokki 140G","Rp 29.900",""
"1705465253-211","https://www.klikindomaret.com/category/Makanan-Instan","Yopokki Halal Spicy Topokki 140G","Rp 29.900",""
"1705465253-212","https://www.klikindomaret.com/category/Makanan-Instan","Biondi Elbows No.35 500G","Rp 16.500",""
"1705465253-213","https://www.klikindomaret.com/category/Makanan-Instan","Biondi Linguine No.1 500G","Rp 15.400",""
"1705465253-214","https://www.klikindomaret.com/category/Makanan-Instan","Biondi Spagheti No.4 500G","Rp 16.500",""
"1705465253-215","https://www.klikindomaret.com/category/Makanan-Instan","Biondi Vermicelli No.2 500G","Rp 15.400",""
"1705465253-216","https://www.klikindomaret.com/category/Makanan-Instan","Delmonte Sweet Corn Cream Style 380G","Rp 22.300",""
"1705465253-217","https://www.klikindomaret.com/category/Makanan-Instan","Indomie Mi Instan Soto Spesial 75G","Rp 3.000",""
"1705465253-218","https://www.klikindomaret.com/category/Makanan-Instan","Omoide Kake Udon 215G","Rp 15.900",""
"1705465253-219","https://www.klikindomaret.com/category/Makanan-Instan","Samyang Buldak Noodle Snack Hot Chicken 90G","Rp 13.000",""
"1705465253-220","https://www.klikindomaret.com/category/Makanan-Instan","Sarimi Mie Instant Iga Sapi 70G","Rp 2.400",""
"1705465253-221","https://www.klikindomaret.com/category/Makanan-Instan","Sedaap Mie Tasty Bakmi Ayam Chicken Teriyaki 120G","Rp 5.500",""
"1705465253-222","https://www.klikindomaret.com/category/Makanan-Instan","Tos Tos Tortilla Chips Korean Bbq 145G","Rp 12.100",""
"1705465253-223","https://www.klikindomaret.com/category/Makanan-Instan","Tos Tos Tortilla Chips Nacho Cheese 145G","Rp 12.100",""
"1705465253-224","https://www.klikindomaret.com/category/Makanan-Instan","Tos Tos Tortilla Chips Roasted Corn 145G","Rp 12.100",""
